competition,season,teams,main_role,player_id,player_name,presences,matches_started,full_matches,minutes_played,substitutions_in,substitutions_out,yellow_cards,red_cards,shots_attempted,shots_on_target,goals,xg_total,xg_avg,headers,assists,key_passes,passes_attempted,passes_completed,progressive_passes,crosses,switches,avg_pass_angle,avg_pass_length,carries_attempted,carry_distance_total,progressive_carries,carries_to_penalty_area,dribbles_attempted,dribbles_completed,dribble_overruns,duels_attempted,duels_won,interceptions_attempted,interceptions_won,blocks,clearances,ball_recoveries,pressures,dispossessed,fouls_committed,fouls_won,own_goals,gk_goals_conceded,gk_shots_faced,gk_saves,gk_penalties_saved,gk_clean_sheet
Italy - Serie A,2015/2016,['Juventus'],Right Center Midfield,7013,Stefano Sturaro,19,11,7,1101,8,4,6,0,11,3,1,0.99,0.68,4,0,12,502,373,85,18,12,-5.45,335.32,400,2283.65,39,12,15,6,2,54,8,12,5,37,13,61,269,13,29,25,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Juventus'],Left Center Midfield,6940,Kwadwo Asamoah,11,6,2,599,5,4,1,0,10,3,0,0.98,0.55,0,1,8,344,312,36,2,14,6.42,209.27,325,1519.97,22,5,12,9,3,16,2,3,2,6,3,38,76,13,10,15,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Juventus'],Left Center Midfield,20004,Paul Pogba,35,33,31,3200,2,2,10,0,124,37,8,9.38,2.63,11,10,43,1786,1431,327,51,91,14.23,694.52,1840,12090.51,230,58,144,84,10,118,23,38,20,77,24,234,638,93,96,66,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Juventus'],Right Center Forward,3486,Fernando Llorente,1,0,0,18,1,0,0,0,0,0,0,0.0,0.0,0,0,0,4,1,0,0,0,-1.17,16.95,4,4.74,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Juventus'],Right Center Forward,5743,Paulo Dybala,34,29,10,2543,5,19,1,0,106,41,19,14.81,4.1,4,9,63,1230,927,184,75,97,-4.12,693.74,1172,7952.0,160,89,127,62,8,57,10,9,3,41,3,149,501,72,23,78,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Juventus'],Left Center Forward,8217,Kingsley Coman,1,1,0,64,0,1,0,0,3,1,0,0.16,0.05,0,0,2,29,23,1,4,1,0.15,16.7,31,192.13,4,2,1,1,0,3,0,0,0,2,0,3,10,1,0,4,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Juventus'],Left Center Forward,5472,Mario Mandžukić,27,24,13,2138,3,11,5,0,40,17,10,8.01,4.55,12,4,23,562,395,35,24,16,3.31,409.39,379,2080.42,38,32,19,11,2,98,9,11,4,32,21,43,466,23,56,35,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Juventus'],Left Center Forward,6584,Simone Zaza,19,5,2,749,14,3,6,1,31,12,5,2.94,1.3,6,0,6,171,129,14,3,4,-0.73,297.92,187,1207.15,22,22,20,8,1,31,3,2,1,19,2,31,142,16,28,11,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Juventus'],Left Center Forward,3477,Álvaro Morata,34,16,3,1574,18,13,6,0,49,21,7,6.94,3.32,8,6,20,518,388,31,24,15,16.96,484.91,583,4251.17,86,55,57,23,3,55,4,8,7,26,9,62,346,57,45,60,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Juventus'],Unknown,40458,Rubinho,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Lazio'],Goalkeeper,6991,Etrit Berisha,11,9,9,944,2,0,1,0,0,0,0,0.0,0.0,0,0,0,236,169,159,0,7,1.51,443.23,102,478.16,10,0,0,0,0,0,0,0,0,0,0,41,3,0,2,0,0,13,55,29,1,3
Italy - Serie A,2015/2016,['Lazio'],Goalkeeper,12491,Federico Marchetti,29,29,27,2711,0,2,0,0,0,0,0,0.0,0.0,0,0,1,819,578,501,0,12,-2.88,1156.46,351,1681.65,19,0,1,1,0,1,1,0,0,0,1,144,5,1,0,8,0,39,219,78,2,11
Italy - Serie A,2015/2016,['Lazio'],Right Back,26683,Abdoulay Konko,18,17,15,1629,1,2,3,0,13,1,0,0.49,0.34,2,0,7,1065,817,256,33,19,-2.68,324.7,730,5515.45,129,8,32,21,2,73,8,28,12,49,51,116,339,22,38,10,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Lazio'],Right Back,8443,Dušan Basta,23,21,18,1937,2,3,1,0,11,1,0,0.58,0.58,1,0,10,1306,1035,325,44,23,-17.05,442.08,928,5115.01,96,7,25,11,1,65,10,24,14,42,36,129,279,21,25,21,1,0,0,0,0,0
Italy - Serie A,2015/2016,['Lazio'],Right Back,8190,Patric,9,6,4,627,3,1,3,1,3,0,0,0.04,0.03,0,0,3,454,372,79,12,5,-10.81,157.53,293,1132.6,19,3,4,2,0,25,2,9,3,26,18,40,123,4,11,3,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Lazio'],Right Center Back,9939,Maurício,24,19,18,2071,5,0,14,1,10,0,0,0.79,0.69,8,0,1,1024,836,266,0,23,-5.03,545.34,633,3457.96,47,1,5,4,0,96,11,31,4,40,128,71,283,0,51,18,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Lazio'],Right Center Back,3103,Milan Biševac,11,11,10,970,0,1,0,0,2,1,1,0.39,0.39,1,0,2,450,385,129,0,19,-3.5,227.76,327,2068.99,44,0,3,3,0,26,1,19,2,18,58,39,95,2,11,6,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Lazio'],Right Center Back,7787,Stefan de Vrij,2,2,2,190,0,0,0,0,0,0,0,0.0,0.0,0,0,0,113,98,32,0,6,-1.29,47.58,76,369.75,3,0,1,1,0,10,3,4,3,1,8,11,20,0,2,1,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Lazio'],Left Center Back,8847,Santiago Gentiletti,19,19,19,1827,0,0,10,0,10,0,0,0.77,0.4,7,0,0,1129,961,367,0,31,6.01,431.03,803,5015.51,105,2,11,7,0,83,9,32,9,45,63,107,251,4,37,9,1,0,0,0,0,0
Italy - Serie A,2015/2016,['Lazio'],Left Center Back,3588,Wesley Hoedt,25,24,21,2184,1,2,4,1,12,1,0,0.69,0.52,5,0,0,1080,901,358,1,85,2.15,673.83,719,4332.43,60,1,9,7,0,74,9,29,7,41,109,110,191,5,27,11,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Lazio'],Left Back,8459,Edson Braafheid,5,3,3,366,2,0,0,0,2,0,0,0.03,0.02,0,0,0,162,115,47,6,2,4.0,101.02,82,341.94,3,1,2,1,0,11,1,3,2,12,14,19,74,4,7,5,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Lazio'],Left Back,7785,Senad Lulić,30,28,21,2488,2,6,10,1,19,7,3,1.42,1.02,1,3,33,1546,1171,341,70,62,25.37,627.77,1239,9984.43,210,45,74,37,8,129,20,33,21,48,29,221,520,52,50,22,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Lazio'],Left Back,7778,Ștefan Radu,13,13,9,1144,0,3,3,1,7,0,0,0.22,0.13,1,1,14,761,627,189,18,16,10.53,251.66,521,3181.77,69,3,16,11,0,30,2,16,7,18,31,71,141,6,18,12,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Lazio'],Right Defensive Midfield,33311,Ogenyi Onazi,15,14,8,1240,1,6,2,0,12,2,1,0.69,0.39,0,1,9,689,555,151,7,15,0.04,288.15,534,2464.75,29,4,17,11,0,45,9,19,8,28,22,90,343,12,20,18,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Lazio'],Center Defensive Midfield,7107,Danilo Cataldi,20,16,8,1418,4,7,9,1,29,6,1,1.12,0.43,0,3,20,931,742,179,18,19,-4.13,376.18,648,3518.55,47,7,10,4,0,37,6,7,5,29,13,94,289,9,30,15,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Lazio'],Center Defensive Midfield,5510,Lucas Biglia,27,26,22,2451,1,3,10,1,18,7,4,2.38,1.85,0,3,49,1991,1692,350,24,108,-0.32,573.03,1410,7220.75,117,5,21,19,0,122,19,44,26,54,43,229,653,32,51,58,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Lazio'],Right Center Midfield,5589,Sergej Milinković-Savić,25,17,11,1748,8,5,6,1,36,11,1,1.95,0.94,10,0,19,826,574,153,31,17,-2.95,408.73,694,3974.67,79,43,47,23,4,129,11,24,15,40,28,120,419,38,47,41,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Lazio'],Left Center Midfield,8173,Marco Parolo,31,30,25,2736,1,5,9,0,56,11,3,5.12,1.8,15,0,31,1218,956,232,24,57,8.46,641.85,898,4303.76,51,26,15,10,0,161,13,32,11,96,64,125,726,19,59,24,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Lazio'],Left Center Midfield,26827,Ravel Morrison,4,0,0,78,4,0,0,0,0,0,0,0.0,0.0,0,0,1,48,46,5,0,0,-2.39,78.42,52,425.51,6,1,4,2,0,1,0,0,0,1,0,5,15,1,1,1,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Lazio'],Right Wing,7776,Antonio Candreva,30,28,11,2293,2,17,4,0,90,25,10,11.46,3.59,1,3,33,1266,867,167,150,70,-20.14,568.25,1198,8923.2,198,62,77,34,7,22,2,15,7,34,10,134,274,53,13,54,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Lazio'],Right Wing,8172,Felipe Anderson,35,21,11,2231,14,10,2,0,50,16,7,4.98,2.63,0,4,23,1069,722,222,60,51,-3.75,654.56,1110,9001.17,227,67,134,63,9,99,20,27,15,42,16,162,537,71,35,56,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Lazio'],Center Attacking Midfield,386641,Stefano Mauri,12,6,1,548,6,5,0,0,6,1,1,0.43,0.31,1,1,4,203,146,36,6,5,-1.09,210.95,164,723.38,7,8,5,2,0,23,0,2,1,9,3,16,83,5,7,14,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Lazio'],Left Wing,3145,Keita Baldé,31,15,11,1936,16,4,5,0,63,26,4,5.26,2.04,2,1,38,670,501,33,80,28,22.18,477.94,796,8483.94,223,111,85,44,7,48,5,7,5,22,2,83,239,49,30,48,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Lazio'],Left Wing,22828,Ricardo Kishna,11,7,3,598,4,4,0,0,9,2,2,0.71,0.44,1,0,11,254,153,44,26,12,2.0,230.97,224,1463.07,34,17,17,7,3,16,7,2,2,14,2,20,111,15,6,4,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Lazio'],Center Forward,8296,Alessandro Matri,19,7,0,890,12,7,1,1,12,6,4,2.13,1.36,5,1,6,185,109,30,13,3,3.59,275.83,196,913.32,11,24,13,4,2,39,0,2,1,9,7,21,93,21,17,15,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Lazio'],Center Forward,11427,Filip Đorđević,27,16,6,1393,11,10,1,1,20,8,3,2.87,2.04,4,2,11,338,238,32,4,4,-5.72,369.66,278,1463.73,22,22,10,4,1,80,2,5,2,20,19,50,344,14,25,26,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Lazio'],Center Forward,19286,Miroslav Klose,24,14,5,1456,10,9,3,0,30,12,7,5.81,3.54,11,6,9,317,205,48,4,4,2.17,359.16,256,1684.23,33,29,29,12,4,59,2,7,2,16,17,42,232,14,25,22,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Napoli'],Goalkeeper,30767,Gabriel Vasconelos Ferreira,1,1,1,98,0,0,0,0,0,0,0,0.0,0.0,0,0,0,22,20,13,0,0,-0.25,29.17,9,42.87,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,4,4,1,0
Italy - Serie A,2015/2016,['Napoli'],Goalkeeper,7028,Pepe Reina,37,37,37,3523,0,0,1,0,0,0,0,0.0,0.0,0,0,1,1103,899,651,0,34,-2.86,1284.84,552,2766.51,24,0,0,0,0,1,0,0,0,0,0,180,3,0,0,1,0,29,253,55,0,15
Italy - Serie A,2015/2016,['Napoli'],Right Back,7027,Christian Maggio,8,4,4,440,4,0,0,0,1,0,0,0.02,0.02,0,0,2,274,218,55,10,4,-7.7,131.68,170,1009.17,21,2,6,3,0,24,3,10,2,9,11,14,81,7,7,12,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Napoli'],Right Back,7031,Elseid Hysaj,37,37,35,3467,0,2,5,0,12,4,0,0.3,0.19,0,2,24,2525,2151,306,67,36,-37.45,573.57,1743,9889.56,229,19,64,32,8,135,22,26,12,67,92,223,470,40,27,44,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Napoli'],Right Center Back,7030,Raúl Albiol,36,36,36,3435,0,0,10,0,9,4,1,0.7,0.65,5,1,4,2574,2281,622,2,86,-19.72,756.59,1777,9450.48,204,4,5,5,0,117,4,35,13,62,185,127,294,7,39,22,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Napoli'],Left Center Back,5675,Kalidou Koulibaly,33,32,31,3063,1,1,12,0,5,2,0,0.76,0.76,3,0,9,2382,2068,583,3,38,7.08,664.6,1738,10558.74,210,4,16,12,2,169,37,46,18,64,162,174,377,12,72,21,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Napoli'],Left Center Back,10736,Vlad Chiricheș,8,8,7,728,0,1,2,0,5,2,1,0.53,0.42,3,0,0,501,465,101,0,18,1.44,153.36,379,1591.25,24,2,5,3,0,30,0,10,5,9,34,40,60,5,10,3,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Napoli'],Left Back,8876,Faouzi Ghoulam,34,32,30,3087,2,2,3,0,22,8,0,0.39,0.22,0,3,28,2456,2026,388,113,44,35.18,564.59,1739,9587.91,234,15,42,19,2,82,12,37,16,68,66,136,248,22,24,48,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Napoli'],Left Back,5457,Ivan Strinić,5,3,2,274,2,1,0,0,3,1,0,0.05,0.05,0,0,1,227,201,28,2,0,4.65,74.35,154,843.48,21,2,4,2,0,7,2,5,0,4,4,21,22,3,3,2,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Napoli'],Center Defensive Midfield,7024,Jorginho,35,32,28,3073,3,3,11,1,6,2,0,0.17,0.14,0,4,63,3779,3327,559,32,78,-0.99,603.48,2770,8434.94,96,1,31,18,3,104,19,56,22,64,18,208,795,27,62,64,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Napoli'],Center Defensive Midfield,8194,Mirko Valdifiori,6,6,3,475,0,3,3,0,1,1,0,0.02,0.02,0,0,12,464,384,107,4,18,0.02,124.34,298,781.55,10,0,4,2,1,14,4,0,0,8,4,26,86,3,11,7,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Napoli'],Right Center Midfield,7035,Allan,35,32,23,2961,3,9,5,0,29,7,3,2.42,1.65,0,5,35,1861,1585,214,25,18,-14.71,561.78,1733,8491.33,157,36,95,49,13,138,38,19,13,83,34,183,849,71,57,75,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Napoli'],Right Center Midfield,6754,David López,25,6,3,840,19,3,2,0,10,3,1,1.23,0.65,0,1,6,578,503,52,6,1,-1.3,352.06,476,1970.67,30,7,10,5,0,55,7,9,5,25,9,40,244,10,19,5,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Napoli'],Left Center Midfield,7025,Marek Hamšík,38,38,20,3358,0,18,0,0,84,29,6,6.75,2.63,5,11,81,3094,2633,527,50,65,21.67,692.38,2484,13984.75,299,52,47,27,1,89,15,15,7,47,30,176,479,46,21,31,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Napoli'],Left Center Midfield,3287,Nathaniel Chalobah,5,0,0,54,5,0,0,0,0,0,0,0.0,0.0,0,0,2,44,40,3,0,1,2.21,87.01,37,166.7,2,1,0,0,0,3,1,0,0,2,0,5,13,1,2,1,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Napoli'],Right Wing,7029,José Callejón,38,35,16,2933,3,19,4,0,64,24,7,8.17,3.85,8,6,40,1446,1134,141,62,23,-23.61,566.7,1168,4483.64,56,58,29,12,1,89,6,21,5,60,23,139,608,22,24,73,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Napoli'],Right Wing,16495,Omar El Kaddouri,20,0,0,344,20,0,2,0,11,5,1,1.73,1.64,1,2,7,171,146,19,5,3,-6.76,271.2,164,1240.91,29,15,9,4,1,10,3,6,2,5,2,18,87,6,11,9,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Napoli'],Left Wing,5630,Dries Mertens,33,6,2,1240,27,5,6,0,55,18,5,3.39,1.34,2,5,26,578,422,101,43,14,20.71,594.28,617,4926.7,124,73,66,26,1,33,3,10,5,26,1,39,239,21,35,38,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Napoli'],Left Wing,7037,Lorenzo Insigne,37,34,6,2672,3,28,2,0,135,40,12,9.2,2.44,2,10,58,1718,1353,223,69,33,30.04,585.3,1576,9191.85,172,113,101,52,12,39,4,15,10,38,3,115,399,49,16,29,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Napoli'],Center Forward,5497,Gonzalo Higuaín,35,35,20,3093,0,14,2,1,182,80,36,25.01,4.6,13,2,47,943,721,104,22,31,-0.57,603.14,957,5888.67,105,120,65,39,1,55,5,8,4,36,15,84,402,71,35,38,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Napoli'],Center Forward,3949,Manolo Gabbiadini,23,4,1,655,19,3,1,0,30,10,5,3.74,1.37,2,3,10,160,118,10,4,2,0.3,311.22,137,754.99,14,14,7,2,0,13,0,0,0,5,1,15,104,8,10,13,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Palermo'],Goalkeeper,36465,Fabrizio Alastra,2,1,1,154,1,0,0,0,0,0,0,0.0,0.0,0,0,0,48,39,35,0,2,0.37,71.16,9,55.24,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,28,4,0,0
Italy - Serie A,2015/2016,['Palermo'],Goalkeeper,29161,Josip Posavec,1,1,1,96,0,0,0,0,0,0,0,0.0,0.0,0,0,0,39,22,34,0,0,0.05,48.46,14,137.86,5,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,12,5,0,1
Italy - Serie A,2015/2016,['Palermo'],Goalkeeper,7055,Stefano Sorrentino,35,35,34,3285,0,1,1,0,0,0,0,0.0,0.0,0,0,1,1068,603,918,0,12,1.39,1667.59,305,2062.05,55,0,1,1,0,1,0,0,0,1,4,188,7,0,0,2,0,58,366,126,0,9
Italy - Serie A,2015/2016,['Palermo'],Right Back,24061,Aljaž Struna,22,22,15,1916,0,6,11,1,7,2,1,0.73,0.7,3,0,8,926,694,283,22,6,-19.06,439.42,578,3633.73,84,4,9,4,0,72,12,15,7,55,52,77,336,6,45,8,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Palermo'],Right Back,31268,Michel Morganella,14,11,9,1087,3,1,4,1,5,3,0,0.18,0.18,0,1,4,493,342,134,20,6,-5.75,274.99,323,1737.41,33,9,14,8,0,49,5,10,5,20,21,61,207,11,27,13,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Palermo'],Right Center Back,8102,Edoardo Goldaniga,17,14,12,1286,3,2,5,0,6,2,2,1.05,0.95,3,0,2,363,247,147,2,15,-5.12,431.36,229,1843.74,42,2,2,1,0,50,8,34,4,28,89,50,141,5,23,21,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Palermo'],Right Center Back,30928,Roberto Vitiello,10,8,6,758,2,1,3,1,2,2,0,0.18,0.18,1,0,1,301,247,81,2,14,-6.94,223.07,182,1044.71,29,1,0,0,0,23,4,11,4,19,26,36,99,4,11,4,1,0,0,0,0,0
Italy - Serie A,2015/2016,['Palermo'],Right Center Back,5662,Thiago Cionek,5,5,5,482,0,0,2,0,1,0,0,0.06,0.06,1,0,0,144,117,50,0,0,-2.23,114.85,98,596.46,10,0,2,2,0,17,4,9,4,8,15,21,89,3,8,8,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Palermo'],Center Back,5584,Giancarlo González,35,35,34,3329,0,1,11,0,4,2,2,0.5,0.5,3,0,3,995,767,365,1,40,-1.81,938.14,598,3720.25,61,0,2,2,0,75,5,44,9,71,237,92,240,6,26,10,2,0,0,0,0,0
Italy - Serie A,2015/2016,['Palermo'],Left Center Back,23329,Abdelhamid El Kaoutari,7,7,7,674,0,0,2,0,1,1,1,0.2,0.2,0,0,2,271,223,76,0,2,2.51,141.6,179,1225.68,25,3,4,2,1,27,2,10,5,18,23,47,127,2,3,5,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Palermo'],Left Center Back,40350,Siniša Anđelković,23,21,19,2030,2,1,4,1,3,0,0,0.57,0.57,1,1,2,591,462,184,1,16,3.62,491.53,310,1475.86,16,0,2,1,0,68,14,16,2,55,99,51,229,2,20,21,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Palermo'],Left Back,10032,Achraf Lazaar,30,26,18,2414,4,7,3,1,29,8,1,0.57,0.42,1,1,17,1357,911,408,92,37,27.06,609.47,1082,7369.74,174,7,80,44,7,100,18,30,15,88,65,237,457,48,40,40,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Palermo'],Left Back,7792,Giuseppe Pezzella,8,7,5,633,1,2,0,0,2,0,0,0.04,0.04,0,0,4,288,192,91,19,4,6.77,157.7,207,1181.53,23,2,14,10,0,24,1,9,3,21,21,34,99,9,5,9,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Palermo'],Right Wing Back,30769,Andrea Rispoli,22,16,11,1521,6,5,3,0,12,2,0,0.55,0.39,0,4,13,780,541,218,65,12,-16.93,437.4,539,4249.5,103,13,17,10,2,39,6,25,13,34,36,93,178,25,21,12,0,0,0,0,0,0
Italy - Serie A,2015/2016,"['Carpi', 'Palermo']",Left Wing Back,28974,Fabio Daprelà,7,1,0,245,6,1,2,0,1,0,0,0.09,0.09,1,0,0,105,79,36,1,2,4.44,150.08,73,327.81,6,0,1,1,0,8,2,1,0,3,4,14,23,3,5,3,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Palermo'],Center Defensive Midfield,25954,Enzo Maresca,15,10,9,1064,5,1,3,0,11,3,1,0.76,0.54,1,0,9,675,550,200,6,22,0.46,314.69,453,2327.34,43,5,13,6,0,40,10,7,2,28,16,78,161,7,13,28,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Palermo'],Center Defensive Midfield,30704,Gastón Brugman,14,10,7,1035,4,3,2,0,16,2,0,0.6,0.35,0,1,14,610,494,134,4,21,1.24,265.85,484,2559.87,52,7,16,11,1,45,6,15,10,30,9,92,286,10,23,12,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Palermo'],Center Defensive Midfield,30735,Mato Jajalo,28,24,18,2152,4,6,8,0,20,3,0,1.17,0.67,2,0,18,1077,860,252,6,35,-3.3,499.67,764,4279.99,60,8,18,13,1,94,4,27,12,62,51,185,536,27,51,31,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Palermo'],Right Midfield,40419,Accursio Bentivegna,1,0,0,14,1,0,1,0,0,0,0,0.0,0.0,0,0,0,6,4,1,1,0,1.31,12.53,9,93.16,1,0,1,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Palermo'],Right Center Midfield,6993,Bryan Cristante,4,1,0,111,3,1,0,0,2,0,0,0.2,0.1,1,0,0,69,49,13,0,2,-1.78,81.88,60,220.76,3,1,4,2,2,7,2,1,0,1,2,14,28,2,2,3,0,0,0,0,0,0
Italy - Serie A,2015/2016,"['Genoa', 'Palermo']",Right Center Midfield,7461,Luca Rigoni,28,22,10,1981,6,11,5,1,35,15,4,4.36,2.62,8,0,21,765,602,146,11,29,-1.98,509.48,599,2698.44,37,31,15,9,0,100,11,15,8,43,26,106,468,21,42,21,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Palermo'],Right Center Midfield,5605,Oscar Hiljemark,38,36,20,3047,2,16,4,0,26,8,4,2.65,1.77,6,5,36,1311,968,197,57,53,-9.62,693.34,886,4450.08,76,27,34,19,1,91,8,17,5,56,30,153,701,32,30,17,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Palermo'],Left Center Midfield,40349,Ivaylo Chochev,26,21,15,1855,5,6,6,0,29,9,0,1.98,0.97,11,2,10,854,649,139,16,14,7.79,399.8,603,3557.85,62,13,13,8,0,97,12,39,12,49,39,100,538,12,29,19,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Palermo'],Center Attacking Midfield,6719,Franco Vázquez,36,36,30,3346,0,6,11,0,106,26,8,8.27,2.72,7,7,47,1555,1132,305,94,67,-6.21,675.78,1771,14533.39,322,87,190,96,8,190,33,23,15,68,19,278,960,163,132,214,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Palermo'],Left Wing,30512,Aleksandar Trajkovski,32,16,6,1784,16,10,2,0,39,15,3,2.71,1.44,3,1,22,553,410,54,46,23,11.0,518.81,594,4420.92,103,44,47,24,1,51,6,9,5,21,5,101,417,67,38,39,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Palermo'],Left Wing,8552,Robin Quaison,30,14,4,1622,16,10,5,0,20,6,1,1.16,0.95,3,2,21,563,400,77,36,25,7.12,546.73,536,3952.05,79,25,44,29,1,86,12,9,4,37,11,63,481,56,41,24,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Palermo'],Right Center Forward,11519,Antonino La Gumina,3,0,0,89,3,0,0,0,3,1,0,0.15,0.05,0,0,0,14,11,1,0,0,-0.26,19.06,19,124.93,1,3,1,0,0,6,0,3,2,1,0,1,12,2,1,0,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Palermo'],Right Center Forward,32722,Norbert Sándor Balogh,4,0,0,68,4,0,0,0,2,1,0,0.26,0.13,0,0,1,22,16,1,1,0,-1.03,45.88,22,173.6,3,2,5,2,0,5,0,0,0,0,0,5,31,1,4,0,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Palermo'],Center Forward,38389,Alberto Gilardino,33,26,13,2480,7,13,4,0,49,17,10,8.1,4.04,22,1,20,539,402,36,8,1,-1.43,377.53,445,1648.97,16,44,24,9,2,162,2,1,1,31,17,82,290,62,48,45,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Palermo'],Center Forward,23846,Uroš Đurđević,14,5,0,519,9,5,2,0,9,5,2,1.56,1.27,2,1,3,87,66,6,2,1,4.14,166.02,97,592.22,13,9,9,4,0,29,2,1,1,11,3,16,108,14,13,6,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Sampdoria'],Goalkeeper,7804,Alberto Brignoli,1,1,1,90,0,0,0,0,0,0,0,0.0,0.0,0,0,0,44,19,34,0,0,-0.14,51.14,16,59.6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,5,12,7,0,0
Italy - Serie A,2015/2016,['Sampdoria'],Goalkeeper,7018,Emiliano Viviano,37,37,37,3545,0,0,2,0,0,0,0,0.0,0.0,0,0,1,1331,791,1034,0,61,0.87,1833.53,533,3026.23,54,0,0,0,0,0,0,0,0,2,0,198,8,0,0,8,0,56,388,143,4,7
Italy - Serie A,2015/2016,['Sampdoria'],Right Back,387417,Mattia Cassani,25,23,21,2161,2,1,7,1,3,0,0,0.27,0.27,0,1,7,1130,894,326,27,25,-11.2,546.56,777,4959.1,122,3,16,10,0,45,8,35,12,38,83,86,233,4,38,20,0,0,0,0,0,0
