season,player_id,player_name,presences,matches_started,full_matches,minutes_played,substitutions_in,substitutions_out,yellow_cards,red_cards,shots_attempted,shots_attempted_per90,shots_on_target,shots_on_target_per90,goals,goals_per90,xg_total,xg_total_per90,headers,assists,assists_per90,key_passes,key_passes_per90,passes_attempted,passes_attempted_per90,passes_completed,passes_completed_per90,pass_accuracy,progressive_passes,progressive_passes_per90,crosses,crosses_per90,switches,carries_attempted,carries_attempted_per90,carry_distance_total,carry_distance_total_per90,progressive_carries,carries_to_penalty_area,carries_to_penalty_area_per90,dribbles_attempted,dribbles_attempted_per90,dribbles_completed,dribbles_completed_per90,dribbles_success_rate,dribble_overruns,duels_attempted,duels_attempted_per90,duels_won,duels_won_per90,duels_lost,interceptions_attempted,interceptions_attempted_per90,duels_success_rate,interceptions_won,interceptions_won_per90,interceptions_lost,blocks,blocks_per90,interceptions_ratio,clearances,clearances_per90,ball_recoveries,ball_recoveries_per90,pressures,pressures_per90,dispossessed,fouls_committed,fouls_committed_per90,fouls_won,fouls_balance,own_goals,gk_goals_conceded,gk_goals_conceded_per90,gk_shots_faced,gk_shots_faced_per90,gk_saves,gk_saves_per90,gk_penalties_saved,gk_save_ratio,gk_clean_sheet,teams,competitions,main_role,avg_pass_angle,avg_pass_length,team_league_position,macro_role,goal_contribution,goal_contribution_per90
2015/2016,40118,Ikechi Anya,28,17,12,1836,11,5,0,0,10,0.49,1,0.05,0,0.0,0.73,0.04,1,1,0.05,15,0.74,866,42.45,620,30.39,0.7159353348729792,191,9.36,47,2.3,9,602,29.51,4711.21,230.94,112,30,1.47,28,1.37,17,0.83,0.6071428571428571,2,44,2.16,3,0.15,41,17,0.83,0.06818181818181818,9,0.44,8,46,2.25,0.5294117647058824,41,2.01,100,4.9,201,9.85,20,3,0.15,20,17,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Watford'],['England - Premier League'],Left Back,2.41,496.6,13,DEF,1,0.05
2015/2016,40119,Camilo Zúñiga,9,3,2,494,6,1,0,0,8,1.46,2,0.36,0,0.0,0.16,0.03,0,1,0.18,2,0.36,155,28.24,123,22.41,0.7935483870967742,28,5.1,5,0.91,5,141,25.69,961.51,175.17,21,5,0.91,9,1.64,4,0.73,0.4444444444444444,0,11,2.0,1,0.18,10,6,1.09,0.09090909090909091,3,0.55,3,3,0.55,0.5,2,0.36,21,3.83,62,11.3,14,2,0.36,13,11,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Bologna'],['Italy - Serie A'],Right Wing,-2.0,166.86,14,FWD,1,0.18
2015/2016,40121,Philipp Wollscheid,31,30,29,2898,1,1,2,0,3,0.09,0,0.0,0,0.0,0.13,0.0,1,0,0.0,4,0.12,1199,37.24,1009,31.34,0.841534612176814,393,12.2,0,0.0,35,814,25.28,4362.68,135.49,66,3,0.09,9,0.28,8,0.25,0.8888888888888888,0,142,4.41,13,0.4,129,66,2.05,0.09154929577464789,19,0.59,47,53,1.65,0.2878787878787879,198,6.15,110,3.42,353,10.96,4,21,0.65,19,-2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Stoke City'],['England - Premier League'],Left Center Back,3.53,759.94,9,DEF,0,0.0
2015/2016,40122,Oscar,27,20,8,1899,7,12,4,0,51,2.42,15,0.71,3,0.14,5.13,0.24,2,3,0.14,27,1.28,1096,51.94,882,41.8,0.8047445255474452,165,7.82,38,1.8,46,985,46.68,5648.5,267.7,117,68,3.22,74,3.51,39,1.85,0.527027027027027,6,97,4.6,13,0.62,84,15,0.71,0.13402061855670103,6,0.28,9,34,1.61,0.4,20,0.95,103,4.88,397,18.82,45,22,1.04,42,20,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Chelsea'],['England - Premier League'],Center Attacking Midfield,5.84,499.19,10,MID,6,0.28
2015/2016,40123,Robert Huth,35,35,35,3400,0,0,8,0,30,0.79,7,0.19,3,0.08,2.59,0.07,23,0,0.0,1,0.03,794,21.02,612,16.2,0.7707808564231738,215,5.69,1,0.03,5,390,10.32,1854.41,49.09,18,6,0.16,4,0.11,4,0.11,1.0,0,123,3.26,9,0.24,114,46,1.22,0.07317073170731707,13,0.34,33,64,1.69,0.2826086956521739,312,8.26,83,2.2,252,6.67,3,36,0.95,18,-18,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Leicester City'],['England - Premier League'],Left Center Back,-0.3,784.43,1,DEF,3,0.08
2015/2016,40124,Rickie Lambert,19,5,2,738,14,3,2,0,14,1.71,5,0.61,1,0.12,1.68,0.2,2,1,0.12,8,0.98,277,33.78,190,23.17,0.6859205776173285,43,5.24,5,0.61,4,197,24.02,770.35,93.95,4,10,1.22,5,0.61,3,0.37,0.6,1,65,7.93,0,0.0,65,1,0.12,0.0,1,0.12,0,3,0.37,1.0,5,0.61,23,2.8,89,10.85,13,7,0.85,10,3,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['West Bromwich Albion'],['England - Premier League'],Center Forward,1.46,302.01,14,FWD,2,0.24
2015/2016,40125,Steven Pienaar,4,0,0,154,4,0,0,0,2,1.17,0,0.0,0,0.0,0.05,0.03,0,0,0.0,1,0.58,80,46.75,64,37.4,0.8,8,4.68,2,1.17,2,74,43.25,477.55,279.09,9,2,1.17,6,3.51,4,2.34,0.6666666666666666,0,6,3.51,0,0.0,6,4,2.34,0.0,2,1.17,2,5,2.92,0.5,2,1.17,6,3.51,24,14.03,3,2,1.17,3,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Everton'],['England - Premier League'],Left Wing,1.8,68.96,11,FWD,0,0.0
2015/2016,40127,Ryan Mason,22,8,1,896,14,7,3,0,19,1.91,9,0.9,1,0.1,2.74,0.28,0,0,0.0,12,1.21,543,54.54,453,45.5,0.8342541436464088,119,11.95,11,1.1,26,449,45.1,1966.87,197.57,25,11,1.1,15,1.51,9,0.9,0.6,3,38,3.82,4,0.4,34,4,0.4,0.10526315789473684,0,0.0,4,23,2.31,0.0,9,0.9,46,4.62,168,16.88,8,9,0.9,11,2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Tottenham Hotspur'],['England - Premier League'],Center Attacking Midfield,2.67,404.82,3,MID,1,0.1
2015/2016,40130,Victor Anichebe,10,3,1,415,7,2,0,0,14,3.04,4,0.87,0,0.0,1.21,0.26,4,0,0.0,2,0.43,116,25.16,68,14.75,0.5862068965517241,10,2.17,1,0.22,0,77,16.7,541.72,117.48,11,12,2.6,8,1.73,6,1.3,0.75,0,31,6.72,1,0.22,30,2,0.43,0.03225806451612903,0,0.0,2,1,0.22,0.0,9,1.95,12,2.6,54,11.71,10,4,0.87,7,3,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['West Bromwich Albion'],['England - Premier League'],Center Forward,2.44,127.57,14,FWD,0,0.0
2015/2016,40218,Sylvain Distin,11,9,9,923,2,0,0,0,2,0.2,0,0.0,0,0.0,0.17,0.02,1,0,0.0,0,0.0,479,46.71,394,38.42,0.8225469728601252,143,13.94,0,0.0,9,286,27.89,1934.19,188.6,38,0,0.0,3,0.29,3,0.29,1.0,0,36,3.51,1,0.1,35,4,0.39,0.027777777777777776,0,0.0,4,14,1.37,0.0,46,4.49,40,3.9,76,7.41,2,5,0.49,2,-3,0,0,0.0,0,0.0,0,0.0,0,0.0,1,['AFC Bournemouth'],['England - Premier League'],Left Center Back,1.16,222.28,16,DEF,0,0.0
2015/2016,40247,Simone Pepe,22,6,1,890,16,5,3,1,20,2.02,5,0.51,3,0.3,0.7,0.07,0,3,0.3,19,1.92,509,51.47,357,36.1,0.7013752455795678,89,9.0,30,3.03,27,381,38.53,2356.82,238.33,46,14,1.42,13,1.31,4,0.4,0.3076923076923077,1,34,3.44,6,0.61,28,2,0.2,0.17647058823529413,1,0.1,1,16,1.62,0.5,3,0.3,62,6.27,166,16.79,14,20,2.02,13,-7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Chievo'],['Italy - Serie A'],Center Attacking Midfield,1.62,430.05,9,MID,6,0.61
2015/2016,40250,Marco Zambelli,19,13,8,1328,6,5,3,0,1,0.07,0,0.0,0,0.0,0.01,0.0,0,0,0.0,3,0.2,789,53.47,614,41.61,0.7782002534854245,180,12.2,29,1.97,12,548,37.14,3495.04,236.86,83,8,0.54,15,1.02,9,0.61,0.6,1,35,2.37,4,0.27,31,27,1.83,0.11428571428571428,5,0.34,22,15,1.02,0.18518518518518517,40,2.71,72,4.88,136,9.22,11,17,1.15,13,-4,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Empoli'],['Italy - Serie A'],Right Back,-14.24,347.64,11,DEF,0,0.0
2015/2016,40251,Daniele Croce,28,19,12,1912,9,7,3,0,12,0.56,2,0.09,0,0.0,0.92,0.04,0,1,0.05,20,0.94,893,42.03,754,35.49,0.8443449048152296,74,3.48,24,1.13,17,830,39.07,6174.41,290.64,143,16,0.75,50,2.35,18,0.85,0.36,4,68,3.2,14,0.66,54,9,0.42,0.20588235294117646,5,0.24,4,55,2.59,0.5555555555555556,9,0.42,119,5.6,529,24.9,35,23,1.08,57,34,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Empoli'],['Italy - Serie A'],Left Center Midfield,13.2,407.03,11,MID,1,0.05
2015/2016,40252,Massimo Maccarone,37,35,15,2865,2,20,4,0,82,2.58,36,1.13,13,0.41,9.11,0.29,10,5,0.16,31,0.97,648,20.36,439,13.79,0.6774691358024691,67,2.1,25,0.79,6,702,22.05,3955.54,124.26,64,90,2.83,51,1.6,16,0.5,0.3137254901960784,4,107,3.36,8,0.25,99,5,0.16,0.07476635514018691,2,0.06,3,24,0.75,0.4,24,0.75,81,2.54,444,13.95,84,46,1.45,55,9,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Empoli'],['Italy - Serie A'],Left Center Forward,11.3,512.93,11,FWD,18,0.57
2015/2016,40321,Andrea Coda,4,2,1,137,2,1,1,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,70,45.99,59,38.76,0.8428571428571429,21,13.8,0,0.0,5,48,31.53,225.02,147.82,3,0,0.0,0,0.0,0,0.0,0.0,0,7,4.6,0,0.0,7,2,1.31,0.0,0,0.0,2,2,1.31,0.0,9,5.91,4,2.63,18,11.82,1,2,1.31,1,-1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Sampdoria'],['Italy - Serie A'],Left Center Back,1.47,111.73,15,DEF,0,0.0
2015/2016,40332,Alberto Pelagotti,6,6,6,567,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,181,28.73,130,20.63,0.7182320441988951,111,17.62,0,0.0,5,59,9.37,257.65,40.9,2,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,28,4.44,0,0.0,0,0,0.0,1,1,0,5,0.79,76,12.06,27,4.29,0,0.35526315789473684,3,['Empoli'],['Italy - Serie A'],Goalkeeper,-1.69,217.48,11,GK,0,0.0
2015/2016,40333,Cristian Raimondi,18,6,3,833,12,4,4,0,6,0.65,1,0.11,0,0.0,0.39,0.04,2,0,0.0,4,0.43,362,39.11,251,27.12,0.6933701657458563,104,11.24,14,1.51,5,216,23.34,1159.38,125.26,20,4,0.43,7,0.76,3,0.32,0.42857142857142855,2,81,8.75,10,1.08,71,9,0.97,0.12345679012345678,5,0.54,4,34,3.67,0.5555555555555556,10,1.08,26,2.81,211,22.8,5,24,2.59,24,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Atalanta'],['Italy - Serie A'],Right Back,-10.98,296.72,13,DEF,0,0.0
2015/2016,40348,Assane Gnoukouri,2,1,0,61,1,1,0,0,2,2.95,0,0.0,0,0.0,0.05,0.07,0,0,0.0,1,1.48,50,73.77,42,61.97,0.84,5,7.38,0,0.0,1,44,64.92,201.84,297.8,1,1,1.48,0,0.0,0,0.0,0.0,0,1,1.48,0,0.0,1,1,1.48,0.0,0,0.0,1,2,2.95,0.0,1,1.48,4,5.9,14,20.66,0,1,1.48,0,-1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Inter Milan'],['Italy - Serie A'],Center Defensive Midfield,-0.44,35.01,4,MID,0,0.0
2015/2016,40349,Ivaylo Chochev,26,21,15,1855,5,6,6,0,29,1.41,9,0.44,0,0.0,1.98,0.1,11,2,0.1,10,0.49,854,41.43,649,31.49,0.7599531615925058,139,6.74,16,0.78,14,603,29.26,3557.85,172.62,62,13,0.63,13,0.63,8,0.39,0.6153846153846154,0,97,4.71,12,0.58,85,39,1.89,0.12371134020618557,12,0.58,27,49,2.38,0.3076923076923077,39,1.89,100,4.85,538,26.1,12,29,1.41,19,-10,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Palermo'],['Italy - Serie A'],Left Center Midfield,7.79,399.8,17,MID,2,0.1
2015/2016,40350,Siniša Anđelković,23,21,19,2030,2,1,4,1,3,0.13,0,0.0,0,0.0,0.57,0.03,1,1,0.04,2,0.09,591,26.2,462,20.48,0.7817258883248731,184,8.16,1,0.04,16,310,13.74,1475.86,65.43,16,0,0.0,2,0.09,1,0.04,0.5,0,68,3.01,14,0.62,54,16,0.71,0.20588235294117646,2,0.09,14,55,2.44,0.125,99,4.39,51,2.26,229,10.15,2,20,0.89,21,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Palermo'],['Italy - Serie A'],Left Center Back,3.62,491.53,17,DEF,1,0.04
2015/2016,40351,Alessandro Gazzi,15,11,8,1051,4,3,4,0,2,0.17,1,0.09,0,0.0,0.15,0.01,1,0,0.0,10,0.86,608,52.06,512,43.84,0.8421052631578947,110,9.42,1,0.09,17,356,30.49,1721.3,147.4,27,1,0.09,4,0.34,3,0.26,0.75,0,44,3.77,3,0.26,41,31,2.65,0.06818181818181818,13,1.11,18,27,2.31,0.41935483870967744,35,3.0,56,4.8,146,12.5,7,30,2.57,8,-22,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Torino'],['Italy - Serie A'],Center Defensive Midfield,-0.33,325.39,12,MID,0,0.0
2015/2016,40366,Wes Brown,6,6,6,584,0,0,1,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,198,30.51,153,23.58,0.7727272727272727,59,9.09,0,0.0,6,120,18.49,644.62,99.34,13,2,0.31,1,0.15,1,0.15,1.0,0,21,3.24,1,0.15,20,8,1.23,0.047619047619047616,3,0.46,5,9,1.39,0.375,57,8.78,17,2.62,51,7.86,0,6,0.92,6,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Sunderland'],['England - Premier League'],Left Center Back,0.37,137.23,17,DEF,0,0.0
2015/2016,40367,Francesco Lodi,24,20,16,1987,4,4,3,0,25,1.13,8,0.36,1,0.05,1.14,0.05,0,1,0.05,33,1.49,1378,62.42,1049,47.51,0.7612481857764877,398,18.03,33,1.49,75,885,40.09,4191.95,189.87,76,3,0.14,12,0.54,8,0.36,0.6666666666666666,0,36,1.63,5,0.23,31,17,0.77,0.1388888888888889,7,0.32,10,29,1.31,0.4117647058823529,26,1.18,122,5.53,363,16.44,16,21,0.95,14,-7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Udinese'],['Italy - Serie A'],Center Defensive Midfield,-1.71,557.76,16,MID,2,0.09
2015/2016,40394,Djamel Eddine Mesbah,7,6,6,623,1,0,2,0,2,0.29,0,0.0,0,0.0,0.05,0.01,1,0,0.0,4,0.58,276,39.87,216,31.2,0.782608695652174,62,8.96,9,1.3,2,179,25.86,1242.61,179.51,37,4,0.58,7,1.01,1,0.14,0.14285714285714285,1,15,2.17,1,0.14,14,6,0.87,0.06666666666666667,1,0.14,5,17,2.46,0.16666666666666666,18,2.6,22,3.18,55,7.95,4,7,1.01,9,2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Sampdoria'],['Italy - Serie A'],Left Back,7.1,132.71,15,DEF,0,0.0
2015/2016,40407,Steed Malbranque,11,5,0,435,6,5,0,0,5,1.03,1,0.21,0,0.0,0.4,0.08,2,1,0.21,6,1.24,279,57.72,227,46.97,0.8136200716845878,35,7.24,5,1.03,4,226,46.76,982.19,203.21,13,4,0.83,3,0.62,1,0.21,0.3333333333333333,0,14,2.9,3,0.62,11,2,0.41,0.21428571428571427,0,0.0,2,9,1.86,0.0,0,0.0,29,6.0,103,21.31,7,2,0.41,7,5,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Lyon'],['France - Ligue 1'],Right Center Midfield,-0.81,184.67,2,MID,1,0.21
2015/2016,40419,Accursio Bentivegna,1,0,0,14,1,0,1,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,6,38.57,4,25.71,0.6666666666666666,1,6.43,1,6.43,0,9,57.86,93.16,598.89,1,0,0.0,1,6.43,1,6.43,1.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,1,6.43,2,12.86,0,1,6.43,0,-1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Palermo'],['Italy - Serie A'],Right Midfield,1.31,12.53,17,MID,0,0.0
2015/2016,40426,Guglielmo Stendardo,15,12,11,1190,3,1,4,1,6,0.45,1,0.08,1,0.08,0.97,0.07,5,0,0.0,1,0.08,407,30.78,331,25.03,0.8132678132678133,90,6.81,1,0.08,4,251,18.98,1461.4,110.53,18,0,0.0,3,0.23,3,0.23,1.0,0,48,3.63,7,0.53,41,11,0.83,0.14583333333333334,2,0.15,9,20,1.51,0.18181818181818182,56,4.24,33,2.5,151,11.42,0,19,1.44,18,-1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Atalanta'],['Italy - Serie A'],Right Center Back,-4.8,334.38,13,DEF,1,0.08
2015/2016,40427,Cesare Bovo,21,20,19,1904,1,1,10,0,10,0.47,3,0.14,2,0.09,0.41,0.02,0,0,0.0,14,0.66,1325,62.63,1090,51.52,0.8226415094339623,495,23.4,7,0.33,75,977,46.18,5244.99,247.92,115,0,0.0,8,0.38,7,0.33,0.875,0,52,2.46,4,0.19,48,29,1.37,0.07692307692307693,6,0.28,23,32,1.51,0.20689655172413793,77,3.64,72,3.4,233,11.01,2,35,1.65,5,-30,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Torino'],['Italy - Serie A'],Right Center Back,-11.15,616.98,12,DEF,2,0.09
2015/2016,40428,Archimede Morleo,5,5,2,410,0,3,0,0,4,0.88,1,0.22,0,0.0,0.09,0.02,0,0,0.0,4,0.88,208,45.66,140,30.73,0.6730769230769231,66,14.49,12,2.63,5,125,27.44,805.84,176.89,20,1,0.22,3,0.66,2,0.44,0.6666666666666666,0,22,4.83,1,0.22,21,8,1.76,0.045454545454545456,3,0.66,5,11,2.41,0.375,18,3.95,20,4.39,63,13.83,2,5,1.1,11,6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Bologna'],['Italy - Serie A'],Left Back,5.0,104.27,14,DEF,0,0.0
2015/2016,40429,Angelo Palombo,7,3,2,416,4,1,0,0,1,0.22,0,0.0,0,0.0,0.01,0.0,0,0,0.0,0,0.0,206,44.57,165,35.7,0.8009708737864077,47,10.17,0,0.0,7,142,30.72,606.71,131.26,6,0,0.0,3,0.65,2,0.43,0.6666666666666666,0,5,1.08,0,0.0,5,7,1.51,0.0,3,0.65,4,11,2.38,0.42857142857142855,8,1.73,23,4.98,72,15.58,2,0,0.0,12,12,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Sampdoria'],['Italy - Serie A'],Right Defensive Midfield,-0.64,158.52,15,MID,0,0.0
2015/2016,40430,Giuseppe Vives,33,28,23,2731,5,4,10,1,16,0.53,8,0.26,1,0.03,0.48,0.02,2,1,0.03,17,0.56,1438,47.39,1194,39.35,0.8303198887343533,311,10.25,9,0.3,47,1054,34.73,6823.85,224.88,118,8,0.26,15,0.49,11,0.36,0.7333333333333333,1,170,5.6,17,0.56,153,40,1.32,0.1,19,0.63,21,46,1.52,0.475,75,2.47,186,6.13,695,22.9,20,60,1.98,30,-30,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Torino'],['Italy - Serie A'],Center Defensive Midfield,1.47,723.13,12,MID,2,0.07
2015/2016,40431,Aleksandar Pešić,23,5,1,704,18,4,0,1,15,1.92,3,0.38,2,0.26,1.32,0.17,4,1,0.13,4,0.51,140,17.9,85,10.87,0.6071428571428571,16,2.05,7,0.89,3,147,18.79,1129.98,144.46,25,20,2.56,5,0.64,2,0.26,0.4,1,56,7.16,1,0.13,55,1,0.13,0.017857142857142856,0,0.0,1,13,1.66,0.0,2,0.26,20,2.56,129,16.49,14,15,1.92,16,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Toulouse'],['France - Ligue 1'],Center Forward,8.62,322.08,17,FWD,3,0.38
2015/2016,40447,Gennaro Sardo,6,3,1,353,3,2,3,0,2,0.51,1,0.25,1,0.25,0.1,0.03,1,0,0.0,5,1.27,187,47.68,157,40.03,0.839572192513369,52,13.26,10,2.55,6,120,30.59,469.07,119.59,7,1,0.25,3,0.76,1,0.25,0.3333333333333333,0,11,2.8,2,0.51,9,6,1.53,0.18181818181818182,3,0.76,3,11,2.8,0.5,13,3.31,10,2.55,67,17.08,1,7,1.78,2,-5,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Chievo'],['Italy - Serie A'],Right Back,-4.96,127.37,9,DEF,1,0.25
2015/2016,40453,Víctor Ibarbo,6,0,0,107,6,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,31,26.07,19,15.98,0.6129032258064516,6,5.05,2,1.68,1,28,23.55,223.63,188.1,5,2,1.68,3,2.52,1,0.84,0.3333333333333333,0,6,5.05,2,1.68,4,0,0.0,0.3333333333333333,0,0.0,0,3,2.52,0.0,1,0.84,8,6.73,18,15.14,2,2,1.68,2,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,"['AS Roma', 'Watford']","['England - Premier League', 'Italy - Serie A']",Right Midfield,0.41500000000000004,60.515,"[13, 3]",MID,0,0.0
2015/2016,40455,Giulio Migliaccio,18,3,3,636,15,0,2,1,3,0.42,1,0.14,0,0.0,0.16,0.02,1,0,0.0,3,0.42,239,33.82,155,21.93,0.6485355648535565,63,8.92,5,0.71,3,126,17.83,484.84,68.61,6,2,0.28,0,0.0,0,0.0,0.0,0,63,8.92,6,0.85,57,4,0.57,0.09523809523809523,2,0.28,2,10,1.42,0.5,30,4.25,26,3.68,126,17.83,4,18,2.55,12,-6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Atalanta'],['Italy - Serie A'],Center Defensive Midfield,-4.66,275.48,13,MID,0,0.0
2015/2016,40457,Giovanni Marchese,11,7,4,710,4,3,4,0,4,0.51,0,0.0,0,0.0,0.19,0.02,2,0,0.0,2,0.25,354,44.87,261,33.08,0.7372881355932204,122,15.46,8,1.01,9,223,28.27,945.99,119.91,17,2,0.25,0,0.0,0,0.0,0.0,0,20,2.54,2,0.25,18,7,0.89,0.1,3,0.38,4,21,2.66,0.42857142857142855,49,6.21,38,4.82,108,13.69,0,23,2.92,5,-18,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Genoa'],['Italy - Serie A'],Left Center Back,3.49,243.74,10,DEF,0,0.0
2015/2016,40459,Roger Bernardo,29,28,26,2625,1,2,3,0,16,0.55,4,0.14,1,0.03,0.69,0.02,2,0,0.0,6,0.21,811,27.81,542,18.58,0.6683107274969173,292,10.01,4,0.14,9,481,16.49,2275.63,78.02,25,0,0.0,24,0.82,18,0.62,0.75,2,122,4.18,16,0.55,106,33,1.13,0.13114754098360656,15,0.51,18,51,1.75,0.45454545454545453,80,2.74,193,6.62,455,15.6,18,46,1.58,85,39,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Ingolstadt'],['Germany - 1. Bundesliga'],Center Defensive Midfield,-1.75,660.68,11,MID,1,0.03
2015/2016,40460,Tobias Levels,16,16,16,1513,0,0,4,0,4,0.24,2,0.12,1,0.06,0.22,0.01,0,2,0.12,5,0.3,928,55.2,725,43.13,0.78125,197,11.72,19,1.13,12,449,26.71,2434.81,144.83,48,2,0.12,12,0.71,7,0.42,0.5833333333333334,2,76,4.52,8,0.48,68,20,1.19,0.10526315789473684,9,0.54,11,50,2.97,0.45,37,2.2,63,3.75,307,18.26,10,25,1.49,18,-7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Ingolstadt'],['Germany - 1. Bundesliga'],Right Back,-12.68,292.44,11,DEF,3,0.18
2015/2016,40462,Halil Altıntop,19,15,5,1244,4,10,1,0,14,1.01,3,0.22,1,0.07,1.69,0.12,3,2,0.14,13,0.94,378,27.35,298,21.56,0.7883597883597884,61,4.41,3,0.22,12,342,24.74,2011.9,145.56,33,9,0.65,19,1.37,11,0.8,0.5789473684210527,3,49,3.55,5,0.36,44,3,0.22,0.10204081632653061,0,0.0,3,9,0.65,0.0,9,0.65,52,3.76,263,19.03,26,13,0.94,18,5,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Augsburg'],['Germany - 1. Bundesliga'],Center Attacking Midfield,-0.51,345.45,12,MID,3,0.22
2015/2016,40463,Stefan Lex,20,9,3,946,11,6,2,0,21,2.0,13,1.24,2,0.19,3.45,0.33,1,0,0.0,14,1.33,160,15.22,99,9.42,0.61875,24,2.28,12,1.14,3,144,13.7,807.25,76.8,23,18,1.71,7,0.67,2,0.19,0.2857142857142857,0,60,5.71,2,0.19,58,2,0.19,0.03333333333333333,0,0.0,2,13,1.24,0.0,4,0.38,30,2.85,306,29.11,25,21,2.0,21,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Ingolstadt'],['Germany - 1. Bundesliga'],Right Wing,-0.35,291.69,11,FWD,2,0.19
2015/2016,40464,Moritz Hartmann,30,24,4,2065,6,20,4,0,53,2.31,28,1.22,12,0.52,11.02,0.48,7,1,0.04,19,0.83,574,25.02,367,16.0,0.6393728222996515,84,3.66,22,0.96,8,446,19.44,2365.26,103.09,42,30,1.31,24,1.05,11,0.48,0.4583333333333333,4,137,5.97,4,0.17,133,13,0.57,0.029197080291970802,8,0.35,5,42,1.83,0.6153846153846154,13,0.57,88,3.84,419,18.26,33,29,1.26,39,10,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Ingolstadt'],['Germany - 1. Bundesliga'],Right Wing,2.65,429.21,11,FWD,13,0.57
2015/2016,40467,Peter Niemeyer,31,31,20,2674,0,11,13,0,29,0.98,8,0.27,2,0.07,2.91,0.1,10,0,0.0,5,0.17,703,23.66,394,13.26,0.5604551920341394,261,8.78,2,0.07,11,283,9.53,994.39,33.47,7,4,0.13,3,0.1,2,0.07,0.6666666666666666,0,156,5.25,9,0.3,147,38,1.28,0.057692307692307696,6,0.2,32,82,2.76,0.15789473684210525,82,2.76,152,5.12,720,24.23,9,77,2.59,51,-26,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Darmstadt 98'],['Germany - 1. Bundesliga'],Right Defensive Midfield,-3.13,661.76,14,MID,2,0.07
2015/2016,40468,Cleber Reis,23,15,14,1588,8,1,2,0,14,0.79,6,0.34,1,0.06,1.34,0.08,11,0,0.0,1,0.06,758,42.96,587,33.27,0.7744063324538258,224,12.7,1,0.06,43,523,29.64,2727.03,154.55,38,4,0.23,18,1.02,15,0.85,0.8333333333333334,1,93,5.27,15,0.85,78,25,1.42,0.16129032258064516,8,0.45,17,37,2.1,0.32,101,5.72,97,5.5,228,12.92,7,23,1.3,15,-8,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Hamburger SV'],['Germany - 1. Bundesliga'],Right Center Back,-3.24,550.7,10,DEF,1,0.06
