competitions,season,main_team,teams,main_role,player_id,player_name,presences,matches_started,full_matches,minutes_played,substitutions_in,substitutions_out,yellow_cards,red_cards,shots_attempted,goals,shots_on_target,xg_total,xg_avg,penalties,headers,assists,key_passes,passes_attempted,passes_completed,pass_accuracy,progressive_passes,crosses,switches,avg_pass_angle,avg_pass_length,carries_attempted,carry_distance_total,progressive_carries,carries_to_penalty_area,dribbles_attempted,dribbles_completed,dribble_success_rate,dribble_overruns,duels_attempted,duels_won,duels_lost,duels_ratio,interceptions_attempted,interceptions_won,interceptions_lost,interceptions_ratio,blocks,clearances,ball_recoveries,pressures,dispossessed,fouls_committed,fouls_won,fouls_balance,own_goals,gk_shots_faced,gk_saves,gk_save_ratio,gk_penalties_saved,gk_claims,gk_punches,gk_clearances,gk_smother,gk_sweeper,gk_errors,gk_goals_conceded,gk_clean_sheet
['France - Ligue 1'],2015/2016,Stade de Reims,['Stade de Reims'],Left Wing,4383,Nicolas de Préville,36,34,21,3043.8,2,13,4,0,91,6,37,9.18,2.89,0,13,8,62,1113,681,0.61,202,86,63,2.68,731.74,1074,8984.57,205,68,124,53,0.41,14,150,20,130,0.14,20,6,14,0.68,46,9,186,546,107,67,103,36,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Stade de Reims,['Stade de Reims'],Right Center Forward,7438,Hassane Kamara,2,0,0,39.58,2,0,0,0,1,0,0,0.01,0.01,0,0,0,0,8,6,0.66,0,1,0,0.52,32.82,12,129.8,4,0,0,0,,0,2,0,2,0.0,0,0,0,1.0,0,0,3,11,3,1,1,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Stade de Reims,['Stade de Reims'],Left Center Forward,13731,Eddy Maanane,1,0,0,19.36,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,2,0.5,1,0,0,-1.2,16.2,2,3.24,0,0,0,0,,0,2,0,2,0.0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Stade de Reims,['Stade de Reims'],Center Forward,401453,"David N""Gog",15,10,3,817.33,5,7,1,0,20,3,12,3.31,1.59,1,3,0,8,226,150,0.63,27,4,3,5.83,209.36,219,1273.58,17,20,17,9,0.56,3,76,3,73,0.04,2,1,1,0.93,12,5,24,156,32,23,18,-5,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Stade de Reims,['Stade de Reims'],Center Forward,401453,David N'Gog,1,1,0,75.38,0,1,0,0,2,0,0,0.11,0.05,0,0,0,0,16,8,0.5,3,0,1,0.15,16.42,19,123.54,3,3,2,0,0.0,0,8,0,8,0.0,0,0,0,1.0,0,0,3,18,2,1,2,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Stade de Reims,['Stade de Reims'],Center Forward,7367,Grejohn Kyei,16,7,0,770.61,9,7,3,0,20,3,8,3.66,1.99,1,7,2,6,161,109,0.66,19,7,1,4.06,228.87,220,1327.62,22,30,26,20,0.75,3,48,0,48,0.0,2,2,0,1.0,7,4,25,149,35,20,14,-6,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Stade de Reims,['Stade de Reims'],Center Forward,7375,Jordan Siebatcheu,25,6,2,949.92,19,4,1,0,29,3,8,3.19,2.15,0,10,1,6,229,157,0.67,26,8,1,-0.51,352.82,216,1323.31,18,16,27,13,0.55,4,79,8,71,0.11,3,3,0,1.0,18,3,50,208,26,30,8,-22,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Stade de Reims,['Stade de Reims'],Center Forward,26775,Thievy Bifouma,14,10,4,978.29,4,6,2,0,18,4,8,3.36,2.23,0,2,1,8,272,189,0.69,22,13,2,1.14,183.12,343,2601.59,54,60,33,15,0.45,2,73,4,69,0.11,2,1,1,0.93,14,1,71,207,43,20,19,-1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Toulouse,['Toulouse'],Goalkeeper,2981,Alban Lafont,24,24,23,2250.46,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,688,335,0.49,548,0,9,-2.46,1197.77,299,1598.75,27,0,0,0,,0,0,0,0,,0,0,0,1.0,0,1,136,1,0,0,11,11,0,182.0,51.0,0.61,0.0,19.0,18.0,7.0,1.0,21.0,42.0,27.0,8.0
['France - Ligue 1'],2015/2016,Toulouse,['Toulouse'],Goalkeeper,41385,Ali Ahamada,6,6,6,565.95,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,122,61,0.52,96,0,1,0.07,287.98,57,369.03,10,0,0,0,,0,0,0,0,,0,0,0,1.0,0,0,32,0,0,0,0,0,0,31.0,17.0,0.44,1.0,5.0,4.0,0.0,0.0,3.0,18.0,15.0,0.0
['France - Ligue 1'],2015/2016,Toulouse,['Toulouse'],Goalkeeper,22130,Mauro Goicoechea,9,8,8,780.13,1,0,1,0,0,0,0,0.0,0.0,0,0,0,0,246,118,0.49,208,0,3,-0.46,458.13,85,465.17,8,0,0,0,,0,0,0,0,,0,0,0,1.0,0,0,37,1,0,1,2,1,0,65.0,19.0,0.57,1.0,4.0,8.0,1.0,3.0,10.0,16.0,13.0,1.0
['France - Ligue 1'],2015/2016,Toulouse,['Toulouse'],Right Back,40641,Pavle Ninkov,10,5,4,547.15,5,1,0,0,1,0,0,0.04,0.04,0,0,1,3,268,188,0.64,100,8,3,-8.15,223.82,143,598.1,11,3,7,2,0.33,0,29,4,25,0.15,11,7,4,0.8,12,18,34,69,5,8,3,-5,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Toulouse,['Toulouse'],Right Back,3030,Somália,29,24,20,2232.91,5,4,2,0,12,0,4,0.99,0.84,0,0,2,9,937,719,0.77,183,26,13,-15.33,462.34,709,4807.68,104,8,41,24,0.57,4,158,31,127,0.17,43,17,26,0.6,70,71,165,530,50,30,44,14,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Toulouse,['Toulouse'],Right Center Back,4349,Issa Diop,21,21,21,1988.0,0,0,5,2,6,1,2,0.75,0.67,0,6,0,3,769,567,0.72,269,0,26,-8.05,510.36,492,3262.93,56,1,2,1,0.5,0,59,6,53,0.12,29,8,21,0.38,25,118,95,164,4,32,15,-17,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Toulouse,['Toulouse'],Right Center Back,30447,Jean-Armel Kana-Biyik,18,17,15,1535.13,1,2,0,1,9,2,2,0.92,0.57,0,1,0,5,677,578,0.85,156,3,15,-3.89,386.84,501,2877.59,56,4,6,4,0.7,0,47,5,42,0.14,18,8,10,0.62,17,90,57,138,5,12,17,5,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Toulouse,['Toulouse'],Left Center Back,8677,Marcel Tisserand,33,32,29,3008.73,1,3,6,1,10,1,5,1.3,1.12,0,4,0,14,1340,1008,0.75,376,43,60,-3.14,776.5,909,5644.86,116,10,25,11,0.49,2,131,10,121,0.07,40,14,26,0.56,63,183,167,366,18,45,24,-21,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Toulouse,['Toulouse'],Left Center Back,3035,Steeve Yago,18,16,16,1541.7,2,0,3,1,1,0,0,0.04,0.04,0,0,0,3,632,509,0.81,163,8,10,-2.05,356.79,381,1741.71,21,4,6,3,0.5,0,53,8,45,0.14,27,5,22,0.42,47,59,77,217,9,22,15,-7,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Toulouse,['Toulouse'],Left Center Back,16430,Uroš Spajić,14,11,11,1155.89,3,0,1,1,5,0,0,0.71,0.71,0,3,0,0,438,346,0.79,157,0,5,0.61,320.11,295,1343.71,22,1,2,1,0.5,1,43,3,40,0.05,13,3,10,0.57,20,66,26,123,2,17,13,-4,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Toulouse,['Toulouse'],Left Back,3024,François Moubandje,23,20,20,1992.42,3,0,5,1,4,0,0,0.05,0.05,0,0,0,17,1131,790,0.71,336,49,21,21.67,444.89,647,3840.87,86,10,64,33,0.54,2,87,9,78,0.1,27,10,17,0.59,44,74,119,278,30,20,29,9,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Toulouse,['Toulouse'],Left Back,44065,William Matheus,14,14,12,1295.0,0,2,2,0,0,0,0,0.0,0.0,0,0,1,7,649,455,0.7,198,33,4,12.25,263.1,424,2600.6,66,9,15,7,0.44,0,58,7,51,0.14,12,7,5,0.76,31,43,64,180,12,14,27,13,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Toulouse,['Toulouse'],Center Defensive Midfield,3036,Alexis Blin,24,15,13,1506.28,9,2,5,0,13,0,2,0.48,0.35,0,4,0,11,795,629,0.79,158,12,10,-1.01,435.41,540,2577.42,37,5,12,6,0.6,4,93,11,82,0.1,15,7,8,0.81,47,47,118,422,9,23,40,17,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Toulouse,['Toulouse'],Center Defensive Midfield,2961,Yann Bodiger,22,12,8,1154.81,10,4,7,0,10,1,2,0.77,0.43,0,2,0,6,696,523,0.67,193,2,11,1.05,449.03,519,2954.02,51,5,24,15,0.79,0,63,12,51,0.19,26,10,16,0.7,23,27,98,316,14,25,10,-15,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Toulouse,['Toulouse'],Center Defensive Midfield,3189,Étienne Didot,23,21,1,1661.57,2,20,1,0,13,0,2,0.37,0.3,0,0,2,21,1211,840,0.67,380,33,42,1.3,473.68,791,4092.62,75,5,23,8,0.36,1,79,9,70,0.08,28,8,20,0.41,24,33,118,417,21,37,31,-6,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Toulouse,['Toulouse'],Left Defensive Midfield,40526,Pantxi Sirieix,5,0,0,93.92,5,0,1,0,0,0,0,0.0,0.0,0,0,2,1,55,36,0.62,15,2,1,-0.36,97.35,36,241.42,5,1,1,0,0.0,0,4,0,4,0.0,0,0,0,1.0,1,0,3,28,2,1,3,2,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Toulouse,['Toulouse'],Right Center Midfield,31174,Jean-Daniel Akpa Akpro,33,29,23,2682.74,4,6,12,0,20,1,6,1.24,0.93,0,0,4,18,1152,842,0.69,199,30,20,-11.94,569.3,1000,5709.75,120,30,67,38,0.54,1,204,40,164,0.21,42,19,23,0.66,79,43,176,894,58,68,50,-18,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Toulouse,['Toulouse'],Right Center Midfield,16522,Tongo Doumbia,25,22,14,1996.95,3,8,6,1,32,1,14,3.45,1.68,0,7,1,12,983,821,0.82,145,20,18,0.78,429.29,841,5441.98,110,15,26,18,0.68,4,135,20,115,0.17,22,10,12,0.67,47,30,143,503,35,45,41,-4,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Toulouse,['Toulouse'],Left Center Midfield,3032,Zinédine Machach,16,10,3,901.83,6,7,4,0,8,1,4,0.25,0.23,0,1,1,8,398,307,0.76,48,12,9,7.94,249.58,439,3736.56,96,13,56,27,0.5,2,50,8,42,0.15,6,2,4,0.78,23,5,69,290,34,36,9,-27,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Toulouse,['Toulouse'],Right Wing,16418,Adrien Regattin,34,16,5,1623.97,18,11,5,0,33,1,12,1.0,0.51,0,2,3,35,949,638,0.68,204,90,83,1.78,696.97,803,5478.22,107,23,58,22,0.43,5,63,9,54,0.17,19,11,8,0.83,32,11,122,395,46,25,54,29,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Toulouse,['Toulouse'],Right Attacking Midfield,141742,Youssef Ben Ali,1,0,0,17.52,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,13,10,0.77,1,0,0,-0.11,13.89,14,70.38,2,0,1,1,1.0,0,1,0,1,0.0,0,0,0,1.0,0,0,3,4,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Toulouse,['Toulouse'],Center Attacking Midfield,11540,Óscar Trejo,34,23,9,2277.57,11,14,6,1,43,4,12,3.15,1.35,0,2,4,50,1302,929,0.69,234,38,40,-0.79,593.73,1196,8506.97,196,55,100,56,0.56,5,138,27,111,0.2,17,11,6,0.86,33,7,192,680,101,58,63,5,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Toulouse,['Toulouse'],Center Forward,40431,Aleksandar Pešić,23,5,1,706.14,18,4,0,1,15,2,3,1.32,0.78,0,4,1,4,140,85,0.56,16,7,3,8.62,322.08,147,1129.98,25,20,5,2,0.44,1,56,1,55,0.03,1,0,1,0.96,13,2,20,129,14,15,16,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Toulouse,['Toulouse'],Center Forward,4447,Martin Braithwaite,36,33,24,3060.32,3,9,1,0,108,11,42,15.11,5.11,3,17,0,23,665,512,0.77,67,33,13,11.96,524.72,730,5038.84,98,114,79,37,0.48,9,126,4,122,0.03,10,4,6,0.85,37,20,119,423,69,38,44,6,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Toulouse,['Toulouse'],Center Forward,6723,Wissam Ben Yedder,35,34,19,2982.63,1,15,2,0,94,17,49,18.92,6.52,5,15,5,22,981,685,0.69,151,48,9,-0.34,540.46,876,5044.07,108,101,51,24,0.57,2,144,10,134,0.11,17,9,8,0.79,38,2,153,554,64,24,53,29,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Troyes,['Troyes'],Goalkeeper,36553,Matthieu Dreyer,14,14,14,1323.68,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,446,293,0.67,325,0,12,0.02,584.12,141,787.69,14,0,0,0,,0,0,0,0,,0,0,0,1.0,0,1,75,0,0,0,2,2,0,144.0,59.0,0.66,2.0,11.0,16.0,9.0,1.0,16.0,47.0,34.0,0.0
['France - Ligue 1'],2015/2016,Troyes,['Troyes'],Right Back,4413,Aloïs Confais,14,12,12,1209.79,2,0,3,0,4,0,0,0.11,0.11,0,0,1,3,653,539,0.82,121,18,13,-6.17,264.29,480,2465.65,44,3,12,8,0.69,1,65,7,58,0.12,18,6,12,0.52,29,27,86,343,9,24,21,-3,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Troyes,['Troyes'],Right Back,7301,Lossémy Karaboué,31,23,20,2402.37,8,3,3,1,24,0,6,1.09,0.5,0,0,2,27,1448,1150,0.77,265,56,47,-10.29,577.08,1220,7831.67,175,32,62,34,0.52,8,78,9,69,0.19,31,12,19,0.68,40,47,178,331,57,28,43,15,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Troyes,['Troyes'],Right Center Back,401479,Calvin Anele Ngcongca,20,18,17,1783.56,2,1,2,0,4,0,1,0.32,0.32,0,3,0,5,699,581,0.83,152,1,8,-10.21,445.03,465,2230.31,20,3,2,2,1.0,0,48,4,44,0.05,30,8,22,0.47,28,101,45,157,3,8,8,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Troyes,['Troyes'],Right Center Back,42422,Dušan Veškovac,13,11,11,1118.53,2,0,2,0,1,0,0,0.05,0.05,0,1,0,0,506,441,0.86,117,0,16,-0.5,283.99,353,2500.93,51,0,0,0,,0,36,4,32,0.1,19,3,16,0.4,27,80,38,103,1,8,9,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Troyes,['Troyes'],Right Center Back,31625,Johan Martial,8,7,5,594.11,1,2,2,0,1,0,0,0.06,0.06,0,1,0,1,231,176,0.76,70,0,4,0.55,185.07,160,989.81,13,0,5,3,0.33,0,33,4,29,0.11,13,6,7,0.51,16,41,30,69,1,6,1,-5,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Troyes,['Troyes'],Right Center Back,170152,Mahamadou Bamba N''Diaye,1,0,0,19.65,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,2,1.0,1,0,0,-0.75,27.17,2,4.01,0,0,0,0,,0,2,0,2,0.0,0,0,0,1.0,0,2,0,1,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Troyes,['Troyes'],Right Center Back,7685,Mory Koné,3,3,2,251.04,0,1,0,0,0,0,0,0.0,0.0,0,0,1,0,119,101,0.86,40,0,3,-0.22,74.9,77,446.07,12,0,1,1,1.0,0,8,1,7,0.11,1,0,1,0.67,4,6,8,19,0,1,1,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Troyes,['Troyes'],Right Center Back,401472,Rincón,7,7,6,652.47,0,1,2,0,3,0,2,0.22,0.13,0,3,0,2,285,234,0.81,87,0,8,-2.16,166.96,217,1432.22,22,0,6,5,0.88,0,24,3,21,0.12,21,11,10,0.69,13,22,35,69,0,7,11,4,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Troyes,['Troyes'],Left Center Back,13730,Matthieu Saunier,27,27,24,2434.55,0,3,3,0,8,0,1,0.76,0.59,0,3,0,3,1043,887,0.83,376,0,56,4.39,719.81,796,6112.0,124,4,12,10,0.86,2,99,14,85,0.15,40,16,24,0.53,63,158,159,239,3,18,14,-4,2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Troyes,['Troyes'],Left Back,4390,Charles Traoré,5,5,5,474.37,0,0,1,0,1,0,0,0.01,0.01,0,0,0,1,234,168,0.71,62,3,0,4.48,86.58,165,814.73,16,3,7,2,0.38,1,38,6,32,0.15,9,1,8,0.3,18,23,19,105,6,7,5,-2,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Troyes,['Troyes'],Left Back,18162,Chris Mavinga,19,18,14,1622.19,1,4,7,1,9,0,1,0.77,0.68,0,2,0,6,658,523,0.78,159,14,11,15.69,368.23,470,2709.27,61,14,18,13,0.71,2,52,4,48,0.08,21,6,15,0.53,41,66,47,188,10,24,12,-12,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Troyes,['Troyes'],Left Back,26752,Mouhamadou Dabo,17,14,9,1203.14,3,5,3,1,6,0,1,0.15,0.1,0,0,0,4,535,436,0.81,105,11,4,12.88,295.93,382,2269.46,51,1,17,14,0.79,0,44,2,42,0.03,12,4,8,0.65,27,44,67,150,11,18,13,-5,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Troyes,['Troyes'],Left Back,148132,Quentin Othon,8,6,5,619.44,2,1,0,0,3,1,1,0.05,0.03,0,0,0,1,351,269,0.75,105,9,5,8.25,167.37,211,1015.4,21,3,0,0,,0,32,3,29,0.05,10,2,8,0.42,9,20,20,75,1,2,1,-1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Troyes,['Troyes'],Right Defensive Midfield,7488,Thomas Ayasse,14,12,7,1062.58,2,5,4,1,11,1,4,0.56,0.38,0,2,0,4,553,421,0.75,121,10,18,-0.9,276.25,404,1899.27,23,7,5,3,0.62,0,76,5,71,0.06,17,7,10,0.68,29,47,54,236,10,29,12,-17,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Troyes,['Troyes'],Center Defensive Midfield,7283,Thiago Xavier,16,13,5,1097.84,3,8,7,0,13,2,5,1.85,1.17,0,8,0,2,452,352,0.77,94,2,19,-1.27,336.64,290,1068.78,8,0,4,2,0.5,0,73,9,64,0.12,16,7,9,0.65,40,67,57,263,3,33,12,-21,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Troyes,['Troyes'],Left Defensive Midfield,7415,Jessy Pi,36,34,32,3244.28,2,2,3,0,54,3,16,1.8,1.06,0,1,0,26,1660,1317,0.78,463,11,149,4.77,894.97,1420,10173.0,192,13,59,39,0.66,2,134,21,113,0.18,59,27,32,0.49,84,57,237,859,31,36,13,-23,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Troyes,['Troyes'],Right Midfield,2969,Karim Azamoum,13,9,3,763.76,4,6,2,0,14,2,5,0.93,0.42,0,0,1,13,378,292,0.72,90,13,11,-4.19,226.19,313,1624.69,28,7,11,3,0.38,0,54,8,46,0.14,9,3,6,0.69,9,10,33,198,12,15,7,-8,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Troyes,['Troyes'],Right Midfield,2993,Stéphane Darbion,25,17,9,1655.74,8,8,3,1,31,1,11,2.98,1.28,0,0,1,26,906,685,0.75,131,28,27,-8.46,431.19,800,5859.93,116,35,48,22,0.47,3,68,3,65,0.05,15,9,6,0.84,36,8,101,317,40,24,27,3,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Troyes,['Troyes'],Left Midfield,401470,Fabien Camus,34,27,10,2402.91,7,17,2,2,65,5,21,4.51,1.85,0,0,1,40,1174,828,0.68,202,73,61,0.49,680.91,1035,8151.31,185,38,51,25,0.46,4,84,14,70,0.18,23,15,8,0.89,31,6,128,496,51,28,24,-4,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Troyes,['Troyes'],Left Midfield,2976,Samuel Grandsir,1,0,0,17.52,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,4,1.0,1,1,1,1.05,26.17,3,52.06,2,1,0,0,,0,0,0,0,,0,0,0,1.0,1,0,0,3,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Troyes,['Troyes'],Center Attacking Midfield,3002,Benjamin Nivet,33,26,18,2456.98,7,8,5,0,30,2,10,3.55,2.37,2,6,4,34,1468,1156,0.79,316,24,40,2.59,617.05,1199,5304.04,73,28,24,12,0.44,1,122,14,108,0.11,28,16,12,0.69,72,42,155,722,63,46,47,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Troyes,['Troyes'],Center Attacking Midfield,3161,Chaouki Ben Saada,17,8,3,865.15,9,5,1,0,24,1,11,1.86,1.13,0,0,1,16,527,388,0.71,134,19,21,0.86,386.24,469,3016.6,51,15,34,22,0.63,1,24,7,17,0.19,3,3,0,1.0,23,5,61,217,17,10,16,6,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Troyes,['Troyes'],Left Wing,7376,Yoann Court,24,11,1,1009.05,13,10,4,0,23,0,7,1.8,0.72,0,0,0,12,388,275,0.71,60,23,12,0.18,425.23,380,3050.4,75,11,35,23,0.67,3,45,9,36,0.16,12,7,5,0.81,37,6,53,294,15,21,27,6,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Troyes,['Troyes'],Center Forward,15796,Babacar Gueye,11,6,4,634.81,5,2,0,0,14,1,5,1.71,0.69,0,7,2,6,181,135,0.77,18,2,2,-3.59,152.95,132,758.89,14,21,4,1,0.25,1,35,2,33,0.2,0,0,0,1.0,12,7,19,131,8,9,6,-3,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Troyes,['Troyes'],Center Forward,29133,Brayan Perea,12,6,2,589.41,6,4,3,1,6,0,2,0.83,0.47,0,1,0,3,132,90,0.7,9,3,1,5.07,150.89,93,748.53,16,13,10,5,0.45,0,50,0,50,0.0,0,0,0,1.0,8,7,13,125,8,24,9,-15,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Troyes,['Troyes'],Center Forward,3010,Corentin Jean,33,29,22,2704.65,4,7,3,1,55,3,20,3.82,1.68,0,4,1,38,756,587,0.77,50,37,15,0.3,495.19,725,5339.22,125,65,61,25,0.38,4,140,10,130,0.08,7,4,3,0.93,31,7,103,525,50,41,61,20,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Troyes,['Troyes'],Center Forward,27014,Deniz Hümmet,6,2,0,174.33,4,2,0,0,1,0,1,0.06,0.06,0,0,0,2,34,24,0.81,7,0,0,3.36,85.66,36,141.57,0,3,1,0,0.0,1,11,0,11,0.0,1,0,1,0.83,4,0,2,35,4,4,0,-4,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Troyes,['Troyes'],Center Forward,401471,Henri Bienvenu Ntsama,7,1,0,204.4,6,1,0,0,5,0,0,0.51,0.45,0,2,0,1,38,29,0.82,4,3,1,2.64,99.65,31,175.8,4,4,1,0,0.0,0,16,0,16,0.0,0,0,0,1.0,0,0,5,14,2,2,0,-2,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
